objectid,autonomia,carretera,causa,fechahora_ini,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incidencia,sentido,tipo,tipolocalizacion,version_incidencia,x,xml_fragment,xml_id,xml_matched_element,xml_parent_child_pos,xml_parent_id,y,x1,y1,actualizado
6603874,BALEARES,ME-22,TRABAJOS DE MANTENIMIENTO,2020/05/27 07:00:00,,PM,AMARILLO,4.6,4.6,FERRERIES,ILLES BALEARS,PM005279025,AMBOS SENTIDOS,OBRAS,0,3,399462675,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>FERRERIES</poblacion>
<fechahora_ini>2020-05-27 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>ME-22</carretera>
<pk_inicial>   4.6</pk_inicial>
<pk_final>   4.6</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM005279025</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.9462675</x>
<y>3.9805728</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.446,incidencia,,,39805728,3.9805728,39.9462675,21/07/2020 13:03:27
6603875,BALEARES,ME-22,TRABAJOS DE MANTENIMIENTO,2020/05/27 07:00:00,,PM,AMARILLO,3.1,3.1,FERRERIES,ILLES BALEARS,PM005278031,AMBOS SENTIDOS,OBRAS,0,3,399602291,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>FERRERIES</poblacion>
<fechahora_ini>2020-05-27 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>ME-22</carretera>
<pk_inicial>   3.1</pk_inicial>
<pk_final>   3.1</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM005278031</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.9602291</x>
<y>3.9951234</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.447,incidencia,,,39951234,3.9951234,39.9602291,21/07/2020 13:03:27
6603876,BALEARES,MA-3440,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,18.3,7.6,INCA,ILLES BALEARS,PM006259036,AMBOS SENTIDOS,OBRAS,0,3,396949796,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>INCA</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3440</carretera>
<pk_inicial>   7.6</pk_inicial>
<pk_final>  18.3</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006259036</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.6949796</x>
<y>2.9988024</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.448,incidencia,,,29988024,2.9988024,39.6949796,21/07/2020 13:03:27
6603877,BALEARES,MA-4014,TRABAJOS DE MANTENIMIENTO,2020/02/07 07:00:00,,PM,AMARILLO,14,0,MANACOR,ILLES BALEARS,PM002078030,AMBOS SENTIDOS,OBRAS,0,3,3944519,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MANACOR</poblacion>
<fechahora_ini>2020-02-07 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-4014</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>  14.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM002078030</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.44519</x>
<y>3.23513</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.449,incidencia,,,323513,3.23513,39.44519,21/07/2020 13:03:27
6603878,BALEARES,MA-3520,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,2.9,0,MARIA DE LA SALUT,ILLES BALEARS,PM006258040,AMBOS SENTIDOS,OBRAS,0,3,3968607,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MARIA DE LA SALUT</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3520</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   2.9</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006258040</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.68607</x>
<y>3.10061</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.450,incidencia,,,310061,3.10061,39.68607,21/07/2020 13:03:27
6603879,BALEARES,MA-3220,REASFALTADO,2020/06/30 08:51:00,,PM,AMARILLO,12.4,6.7,MONTUÏRI,ILLES BALEARS,PM006309152,AMBOS SENTIDOS,OBRAS,0,2,395963332,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>REASFALTADO</causa>
<poblacion>MONTUÏRI</poblacion>
<fechahora_ini>2020-06-30 08:51</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3220</carretera>
<pk_inicial>   6.7</pk_inicial>
<pk_final>  12.4</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006309152</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>39.5963332</x>
<y>3.0518243</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.451,incidencia,,,30518243,3.0518243,39.5963332,21/07/2020 13:03:27
6603880,BALEARES,MA-3411,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,5.1,0,MURO,ILLES BALEARS,PM006258041,AMBOS SENTIDOS,OBRAS,0,3,3972272,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MURO</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3411</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   5.1</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006258041</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.72272</x>
<y>3.11363</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.452,incidencia,,,311363,3.11363,39.72272,21/07/2020 13:03:27
6603881,BALEARES,MA-3442,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,3.9,0,MURO,ILLES BALEARS,PM006259040,AMBOS SENTIDOS,OBRAS,0,3,3969813,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MURO</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3442</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   3.9</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006259040</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.69813</x>
<y>3.05335</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.453,incidencia,,,305335,3.05335,39.69813,21/07/2020 13:03:27
6603882,BALEARES,MA-15,TRABAJOS DE MANTENIMIENTO,2020/05/27 07:00:00,,PM,VERDE,3.9,2.7,PALMA,ILLES BALEARS,PM005278034,CRECIENTE DE LA KILOMETRICA,OBRAS,0,3,395701211,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PALMA</poblacion>
<fechahora_ini>2020-05-27 07:00</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>MA-15</carretera>
<pk_inicial>   2.7</pk_inicial>
<pk_final>   3.9</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>PM005278034</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.5701211</x>
<y>2.6915121</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.454,incidencia,,,26915121,2.6915121,39.5701211,21/07/2020 13:03:27
6603883,BALEARES,MA-20,TRABAJOS DE MANTENIMIENTO,2020/05/27 07:00:00,,PM,AMARILLO,5,5,PALMA,ILLES BALEARS,PM005279028,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,4,3959706,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PALMA</poblacion>
<fechahora_ini>2020-05-27 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-20</carretera>
<pk_inicial>   5.0</pk_inicial>
<pk_final>   5.0</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>PM005279028</ref_incidencia>
<version_incidencia>04</version_incidencia>
<x>39.59706</x>
<y>2.6492032</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.455,incidencia,,,26492032,2.6492032,39.59706,21/07/2020 13:03:27
6603884,BALEARES,MA-13,TRABAJOS DE MANTENIMIENTO,2020/06/26 08:08:00,,PM,AMARILLO,6,5,PALMA,ILLES BALEARS,PM006268088,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,396195659,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PALMA</poblacion>
<fechahora_ini>2020-06-26 08:08</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-13</carretera>
<pk_inicial>   5.0</pk_inicial>
<pk_final>   6.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>PM006268088</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>39.6195659</x>
<y>2.7072249</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.456,incidencia,,,27072249,2.7072249,39.6195659,21/07/2020 13:03:27
6603885,BALEARES,MA-20,TRABAJOS DE MANTENIMIENTO,2020/05/27 07:00:00,,PM,AMARILLO,5,5,PALMA,ILLES BALEARS,PM005278033,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,3,3959706,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PALMA</poblacion>
<fechahora_ini>2020-05-27 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-20</carretera>
<pk_inicial>   5.0</pk_inicial>
<pk_final>   5.0</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>PM005278033</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.59706</x>
<y>2.6492032</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.457,incidencia,,,26492032,2.6492032,39.59706,21/07/2020 13:03:27
6603886,BALEARES,MA-3433,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,9.5,0,POBLA (SA),ILLES BALEARS,PM006258036,AMBOS SENTIDOS,OBRAS,0,3,3977201,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>POBLA (SA)</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3433</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   9.5</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006258036</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.77201</x>
<y>3.03051</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.458,incidencia,,,303051,3.03051,39.77201,21/07/2020 13:03:27
6603887,BALEARES,MA-13,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,58.6,40,POBLA (SA),ILLES BALEARS,PM006258042,AMBOS SENTIDOS,OBRAS,0,3,397969014,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>POBLA (SA)</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-13</carretera>
<pk_inicial>  40.0</pk_inicial>
<pk_final>  58.6</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006258042</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.7969014</x>
<y>3.0258468</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.459,incidencia,,,30258468,3.0258468,39.7969014,21/07/2020 13:03:27
6603888,BALEARES,MA-2200,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,53.7,42.2,POLLENÇA,ILLES BALEARS,PM006258037,AMBOS SENTIDOS,OBRAS,0,3,397955926,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>POLLENÇA</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-2200</carretera>
<pk_inicial>  42.2</pk_inicial>
<pk_final>  53.7</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006258037</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.7955926</x>
<y>3.0209259</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.460,incidencia,,,30209259,3.0209259,39.7955926,21/07/2020 13:03:27
6603889,BALEARES,MA-2200,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,65,58.6,POLLENÇA,ILLES BALEARS,PM006259041,AMBOS SENTIDOS,OBRAS,0,3,399041746,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>POLLENÇA</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-2200</carretera>
<pk_inicial>  58.6</pk_inicial>
<pk_final>  65.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006259041</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.9041746</x>
<y>3.074276</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.461,incidencia,,,3074276,3.074276,39.9041746,21/07/2020 13:03:27
6603890,BALEARES,MA-3460,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,5.1,0,PORT D'ALCUDIA,ILLES BALEARS,PM006259042,AMBOS SENTIDOS,OBRAS,0,3,3984422,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PORT D'ALCUDIA</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3460</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   5.1</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006259042</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.84422</x>
<y>3.09431</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.462,incidencia,,,309431,3.09431,39.84422,21/07/2020 13:03:27
6603891,BALEARES,MA-3470,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,5,0,PORT D'ALCUDIA,ILLES BALEARS,PM006259035,AMBOS SENTIDOS,OBRAS,0,3,3984182,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PORT D'ALCUDIA</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3470</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   5.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006259035</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.84182</x>
<y>3.09787</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.463,incidencia,,,309787,3.09787,39.84182,21/07/2020 13:03:27
6603892,BALEARES,MA-2200A,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,59.3,58.7,PORT DE POLLENÇA,ILLES BALEARS,PM006259043,AMBOS SENTIDOS,OBRAS,0,3,3990476,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PORT DE POLLENÇA</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-2200A</carretera>
<pk_inicial>  58.7</pk_inicial>
<pk_final>  59.3</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006259043</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.90476</x>
<y>3.07542</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.464,incidencia,,,307542,3.07542,39.90476,21/07/2020 13:03:27
6603893,BALEARES,MA-11,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,28,20,PORT (EL),ILLES BALEARS,PM006258044,AMBOS SENTIDOS,OBRAS,0,3,397431535,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PORT (EL)</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-11</carretera>
<pk_inicial>  20.0</pk_inicial>
<pk_final>  28.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006258044</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.7431535</x>
<y>2.6970086</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.465,incidencia,,,26970086,2.6970086,39.7431535,21/07/2020 13:03:27
6603894,BALEARES,ME-8,TRABAJOS DE MANTENIMIENTO,2020/05/27 07:00:00,,PM,AMARILLO,8.9,8.9,SANT LLUIS,ILLES BALEARS,PM005278030,AMBOS SENTIDOS,OBRAS,0,3,398317452,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SANT LLUIS</poblacion>
<fechahora_ini>2020-05-27 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>ME-8</carretera>
<pk_inicial>   8.9</pk_inicial>
<pk_final>   8.9</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM005278030</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.8317452</x>
<y>4.291885</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.466,incidencia,,,4291885,4.291885,39.8317452,21/07/2020 13:03:27
6603895,BALEARES,ME-8,TRABAJOS DE MANTENIMIENTO,2020/05/27 07:00:00,,PM,AMARILLO,8.2,8.2,SANT LLUIS,ILLES BALEARS,PM005278037,AMBOS SENTIDOS,OBRAS,0,3,398359806,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SANT LLUIS</poblacion>
<fechahora_ini>2020-05-27 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>ME-8</carretera>
<pk_inicial>   8.2</pk_inicial>
<pk_final>   8.2</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM005278037</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.8359806</x>
<y>4.2820971</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.467,incidencia,,,42820971,4.2820971,39.8359806,21/07/2020 13:03:27
6603896,BALEARES,MA-3412,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,2.9,0,SANTA MARGALIDA,ILLES BALEARS,PM006259044,AMBOS SENTIDOS,OBRAS,0,3,3970817,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SANTA MARGALIDA</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3412</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   2.9</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006259044</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.70817</x>
<y>3.10418</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.468,incidencia,,,310418,3.10418,39.70817,21/07/2020 13:03:27
6603897,BALEARES,MA-3512,TRABAJOS DE MANTENIMIENTO,2020/06/25 07:00:00,,PM,AMARILLO,6.7,0,SINEU,ILLES BALEARS,PM006258035,AMBOS SENTIDOS,OBRAS,0,3,396476,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>BALEARES</autonomia>
<provincia>ILLES BALEARS</provincia>
<matricula>PM</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SINEU</poblacion>
<fechahora_ini>2020-06-25 07:00</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>MA-3512</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   6.7</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>PM006258035</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>39.6476</x>
<y>3.01747</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.469,incidencia,,,301747,3.01747,39.6476,21/07/2020 13:03:27
6603898,GALICIA,PO-235,OBRAS EN GENERAL,2020/07/21 08:58:00,,PO,VERDE,17.2,11.9,ANTAS,PONTEVEDRA,PO007219157,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,424090106,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>PONTEVEDRA</provincia>
<matricula>PO</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ANTAS</poblacion>
<fechahora_ini>2020-07-21 08:58</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>PO-235</carretera>
<pk_inicial>  11.9</pk_inicial>
<pk_final>  17.2</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>PO007219157</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.4090106</x>
<y>-8.4244829</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.470,incidencia,,,-84244829,-8.4244829,42.4090106,21/07/2020 13:03:27
